request_id,task_id,department,corridor_id,requested_start,requested_end,block_type,status
BR007923,TASK46028,Traction,BSR-BPL,2026-11-18 10:00,2026-11-18 11:44,Traction Feed Block,Approved
BR007924,TASK36483,Traction,ST-BCT,2026-11-18 10:45,2026-11-18 12:16,OHE Maintenance Block,Completed
BR007925,TASK87748,S&T,VSKP-BZA,2026-11-18 12:15,2026-11-18 14:06,Signal Maintenance Block,Approved
BR007926,TASK40503,S&T,NDLS-JHS,2026-11-18 12:45,2026-11-18 13:20,Interlocking Testing Block,Cancelled
BR007927,TASK42251,Engineering,NDLS-GZB,2026-11-18 12:45,2026-11-18 14:29,Bridge Inspection Block,Completed
BR007928,TASK15571,Engineering,ADI-BRC,2026-11-18 14:15,2026-11-18 15:03,Non-Interlocking Block,Approved
BR007929,TASK32868,Engineering,GZB-CNB,2026-11-18 15:45,2026-11-18 17:26,Track Renewal Block,Requested
BR007930,TASK67737,Traction,CSMT-BSR,2026-11-18 22:00,2026-11-19 01:37,OHE Maintenance Block,Approved
BR007931,TASK26853,S&T,BRC-ST,2026-11-18 22:00,2026-11-18 23:19,Interlocking Testing Block,Approved
BR007932,TASK20556,Traction,BPL-JHS,2026-11-18 22:00,2026-11-19 00:31,Traction Feed Block,Requested
BR007933,TASK86412,Traction,JP-ADI,2026-11-18 22:00,2026-11-19 02:41,OHE Maintenance Block,Completed
BR007934,TASK84833,S&T,ST-BCT,2026-11-18 22:15,2026-11-19 02:02,Interlocking Testing Block,Cancelled
BR007935,TASK15926,Traction,PUNE-CSMT,2026-11-18 22:15,2026-11-19 01:56,Power Block,Requested
BR007936,TASK89919,Traction,HWH-KGP,2026-11-18 22:45,2026-11-19 00:54,Power Block,Completed
BR007937,TASK81260,Engineering,ST-BCT,2026-11-18 23:15,2026-11-19 01:43,Track Renewal Block,Requested
BR007938,TASK22635,Traction,KGP-VSKP,2026-11-18 23:15,2026-11-19 03:41,OHE Maintenance Block,Approved
BR007939,TASK54098,Traction,BZA-MAS,2026-11-18 23:30,2026-11-19 03:46,Traction Feed Block,Requested
BR007940,TASK92120,S&T,SC-NGP,2026-11-18 23:45,2026-11-19 01:44,Cable Block,Approved
BR007941,TASK88957,Engineering,ADI-BRC,2026-11-19 00:00,2026-11-19 01:31,Bridge Inspection Block,Approved
BR007942,TASK50981,Engineering,KGP-VSKP,2026-11-19 00:00,2026-11-19 01:04,Bridge Inspection Block,Requested
BR007943,TASK94755,Engineering,BZA-MAS,2026-11-19 00:15,2026-11-19 03:14,Track Renewal Block,Approved
BR007944,TASK97086,Traction,MAS-JTJ,2026-11-19 00:30,2026-11-19 02:25,Traction Feed Block,Approved
BR007945,TASK70744,Engineering,GZB-CNB,2026-11-19 00:30,2026-11-19 01:47,Traffic Block,Approved
BR007946,TASK45296,Engineering,BSR-BPL,2026-11-19 00:45,2026-11-19 04:16,Track Renewal Block,Approved
BR007947,TASK80271,Engineering,NDLS-ASR,2026-11-19 00:45,2026-11-19 02:07,Non-Interlocking Block,Rejected
BR007948,TASK28877,Engineering,MAS-JTJ,2026-11-19 01:15,2026-11-19 03:47,Traffic Block,Approved
BR007949,TASK19455,Engineering,NJP-GHY,2026-11-19 01:30,2026-11-19 05:24,Non-Interlocking Block,Approved
BR007950,TASK65614,S&T,PUNE-CSMT,2026-11-19 01:45,2026-11-19 04:04,Cable Block,Rejected
BR007951,TASK97258,Engineering,NDLS-GZB,2026-11-19 01:45,2026-11-19 06:27,Traffic Block,Rejected
BR007952,TASK69934,Traction,NDLS-UMB,2026-11-19 11:45,2026-11-19 13:12,Traction Feed Block,Completed
BR007953,TASK62105,Engineering,NDLS-ASR,2026-11-19 12:15,2026-11-19 14:09,Traffic Block,Approved
BR007954,TASK70658,S&T,MGS-HWH,2026-11-19 12:30,2026-11-19 14:17,Cable Block,Completed
BR007955,TASK77015,S&T,ALD-MGS,2026-11-19 12:30,2026-11-19 13:35,Signal Maintenance Block,Requested
BR007956,TASK73876,Traction,JU-JP,2026-11-19 12:45,2026-11-19 13:53,Power Block,Approved
BR007957,TASK47126,Engineering,ADI-BRC,2026-11-19 13:00,2026-11-19 13:45,Bridge Inspection Block,Approved
BR007958,TASK13938,Traction,MAS-JTJ,2026-11-19 13:15,2026-11-19 14:50,Power Block,Completed
BR007959,TASK25004,S&T,CSMT-BSR,2026-11-19 13:15,2026-11-19 14:18,Interlocking Testing Block,Approved
BR007960,TASK83988,S&T,HWH-KGP,2026-11-19 13:45,2026-11-19 15:15,Signal Maintenance Block,Approved
BR007961,TASK83452,S&T,ALD-MGS,2026-11-19 22:15,2026-11-19 23:28,Cable Block,Approved
BR007962,TASK79298,Engineering,ST-BCT,2026-11-19 22:15,2026-11-19 23:18,Track Renewal Block,Approved
BR007963,TASK74529,Engineering,CSMT-BSR,2026-11-19 22:15,2026-11-20 01:04,Track Renewal Block,Rejected
BR007964,TASK49455,Engineering,ADI-BRC,2026-11-19 22:15,2026-11-20 02:25,Bridge Inspection Block,Requested
BR007965,TASK29593,Engineering,BRC-ST,2026-11-19 22:15,2026-11-19 23:22,Track Renewal Block,Completed
BR007966,TASK12631,Engineering,BPL-JHS,2026-11-19 22:15,2026-11-20 01:59,Non-Interlocking Block,Approved
BR007967,TASK84224,Engineering,SBC-MAS,2026-11-19 22:30,2026-11-20 01:12,Traffic Block,Approved
BR007968,TASK93929,Traction,JP-ADI,2026-11-19 22:30,2026-11-20 02:48,Traction Feed Block,Requested
BR007969,TASK64848,Engineering,BZA-SC,2026-11-19 22:30,2026-11-20 02:55,Bridge Inspection Block,Approved
BR007970,TASK29550,Traction,NGP-BSP,2026-11-19 22:30,2026-11-20 01:07,Traction Feed Block,Completed
BR007971,TASK73988,Engineering,BRC-ST,2026-11-19 22:45,2026-11-20 02:33,Non-Interlocking Block,Rejected
BR007972,TASK55988,Engineering,BSP-R,2026-11-19 22:45,2026-11-20 00:28,Bridge Inspection Block,Completed
BR007973,TASK79881,Engineering,VSKP-BZA,2026-11-19 23:00,2026-11-20 02:54,Traffic Block,Completed
BR007974,TASK64473,Traction,BSR-BPL,2026-11-19 23:15,2026-11-20 02:46,Traction Feed Block,Approved
BR007975,TASK41919,Engineering,NDLS-UMB,2026-11-19 23:15,2026-11-20 02:20,Track Renewal Block,Approved
BR007976,TASK78426,S&T,BSR-BPL,2026-11-19 23:30,2026-11-20 03:32,Signal Maintenance Block,Rejected
BR007977,TASK21010,Engineering,CSMT-BSR,2026-11-19 23:30,2026-11-20 00:40,Track Renewal Block,Approved
BR007978,TASK48789,Traction,ST-BCT,2026-11-19 23:45,2026-11-20 02:18,OHE Maintenance Block,Approved
BR007979,TASK43718,S&T,NDLS-JHS,2026-11-19 23:45,2026-11-20 03:56,Interlocking Testing Block,Approved
BR007980,TASK91538,Engineering,MGS-HWH,2026-11-20 00:00,2026-11-20 04:26,Bridge Inspection Block,Completed
BR007981,TASK18699,Engineering,SC-NGP,2026-11-20 01:00,2026-11-20 03:01,Traffic Block,Approved
BR007982,TASK99990,Traction,NDLS-GZB,2026-11-20 01:00,2026-11-20 04:26,Traction Feed Block,Approved
BR007983,TASK26165,Engineering,BZA-SC,2026-11-20 01:30,2026-11-20 04:13,Traffic Block,Approved
BR007984,TASK22344,Traction,HWH-KGP,2026-11-20 01:30,2026-11-20 06:14,OHE Maintenance Block,Approved
BR007985,TASK87624,Engineering,HWH-KGP,2026-11-20 01:30,2026-11-20 05:41,Traffic Block,Approved
BR007986,TASK23653,S&T,BZA-MAS,2026-11-20 01:30,2026-11-20 05:33,Cable Block,Approved
BR007987,TASK43953,S&T,HWH-KGP,2026-11-20 01:45,2026-11-20 04:38,Cable Block,Approved
BR007988,TASK10116,S&T,BZA-MAS,2026-11-20 01:45,2026-11-20 05:58,Signal Maintenance Block,Approved
BR007989,TASK47648,Engineering,MGS-HWH,2026-11-20 11:30,2026-11-20 12:41,Non-Interlocking Block,Approved
BR007990,TASK30996,Engineering,SC-NGP,2026-11-20 15:45,2026-11-20 17:29,Non-Interlocking Block,Approved
BR007991,TASK91932,S&T,CSMT-BSR,2026-11-20 22:00,2026-11-21 00:29,Cable Block,Approved
BR007992,TASK96061,Engineering,BSR-BPL,2026-11-20 22:00,2026-11-21 02:01,Bridge Inspection Block,Requested
BR007993,TASK60695,S&T,CSMT-BSR,2026-11-20 22:30,2026-11-21 02:01,Cable Block,Approved
BR007994,TASK76797,Engineering,KGP-VSKP,2026-11-20 22:30,2026-11-21 01:53,Traffic Block,Requested
BR007995,TASK98262,S&T,JP-ADI,2026-11-20 23:00,2026-11-21 01:44,Signal Maintenance Block,Approved
BR007996,TASK19328,S&T,ALD-MGS,2026-11-20 23:45,2026-11-21 02:56,Interlocking Testing Block,Completed
BR007997,TASK80656,S&T,SC-NGP,2026-11-20 23:45,2026-11-21 02:05,Cable Block,Cancelled
BR007998,TASK72348,S&T,BZA-MAS,2026-11-20 23:45,2026-11-21 00:47,Interlocking Testing Block,Cancelled
BR007999,TASK24337,Engineering,VSKP-BZA,2026-11-21 00:00,2026-11-21 01:49,Bridge Inspection Block,Approved
BR008000,TASK23873,Engineering,CNB-ALD,2026-11-21 00:00,2026-11-21 01:39,Bridge Inspection Block,Completed
BR008001,TASK23109,S&T,SBC-MAS,2026-11-21 00:15,2026-11-21 01:48,Interlocking Testing Block,Approved
BR008002,TASK29965,Engineering,NDLS-GZB,2026-11-21 00:15,2026-11-21 02:38,Bridge Inspection Block,Requested
BR008003,TASK84200,Engineering,CSMT-BSR,2026-11-21 00:30,2026-11-21 04:17,Bridge Inspection Block,Approved
BR008004,TASK56185,Traction,GZB-CNB,2026-11-21 00:45,2026-11-21 05:34,Power Block,Requested
BR008005,TASK54712,S&T,BSR-BPL,2026-11-21 01:00,2026-11-21 05:47,Interlocking Testing Block,Approved
BR008006,TASK57234,Engineering,BRC-ST,2026-11-21 01:00,2026-11-21 02:11,Bridge Inspection Block,Completed
BR008007,TASK74990,S&T,NDLS-JHS,2026-11-21 01:30,2026-11-21 04:12,Cable Block,Approved
BR008008,TASK31414,S&T,BSR-BPL,2026-11-21 01:30,2026-11-21 03:24,Signal Maintenance Block,Rejected
BR008009,TASK54868,Engineering,GZB-CNB,2026-11-21 01:30,2026-11-21 04:57,Bridge Inspection Block,Approved
BR008010,TASK77665,Engineering,KGP-VSKP,2026-11-21 01:45,2026-11-21 06:17,Track Renewal Block,Approved
BR008011,TASK77644,Engineering,NDLS-GZB,2026-11-21 10:00,2026-11-21 10:56,Track Renewal Block,Rejected
BR008012,TASK49519,S&T,BSP-R,2026-11-21 11:15,2026-11-21 11:51,Signal Maintenance Block,Rejected
BR008013,TASK75921,Engineering,SBC-UBL,2026-11-21 12:00,2026-11-21 13:12,Track Renewal Block,Requested
BR008014,TASK65867,S&T,CNB-ALD,2026-11-21 13:30,2026-11-21 14:11,Interlocking Testing Block,Cancelled
BR008015,TASK28731,S&T,BZA-SC,2026-11-21 13:45,2026-11-21 15:17,Cable Block,Completed
BR008016,TASK71105,Engineering,CSMT-BSR,2026-11-21 14:45,2026-11-21 16:17,Non-Interlocking Block,Requested
BR008017,TASK89023,Engineering,NDLS-ASR,2026-11-21 22:30,2026-11-22 01:03,Track Renewal Block,Rejected
BR008018,TASK57635,S&T,NDLS-JHS,2026-11-21 22:45,2026-11-22 00:47,Signal Maintenance Block,Approved
BR008019,TASK26166,Engineering,GZB-CNB,2026-11-21 23:15,2026-11-22 02:19,Traffic Block,Approved
BR008020,TASK93496,Traction,ALD-MGS,2026-11-21 23:30,2026-11-22 00:32,Power Block,Rejected
BR008021,TASK70533,Traction,BRC-ST,2026-11-22 00:00,2026-11-22 01:02,Power Block,Rejected
BR008022,TASK16001,Traction,CNB-ALD,2026-11-22 00:30,2026-11-22 02:54,OHE Maintenance Block,Approved
BR008023,TASK95463,Engineering,CNB-ALD,2026-11-22 00:45,2026-11-22 03:15,Bridge Inspection Block,Requested
BR008024,TASK60733,S&T,GZB-CNB,2026-11-22 01:00,2026-11-22 02:51,Cable Block,Completed
BR008025,TASK87933,Engineering,NDLS-JHS,2026-11-22 01:00,2026-11-22 03:54,Bridge Inspection Block,Requested
BR008026,TASK60968,Engineering,UBL-PUNE,2026-11-22 01:00,2026-11-22 05:20,Bridge Inspection Block,Completed
BR008027,TASK16081,S&T,SBC-MAS,2026-11-22 01:00,2026-11-22 05:00,Signal Maintenance Block,Approved
BR008028,TASK22607,S&T,NDLS-GZB,2026-11-22 01:30,2026-11-22 05:09,Signal Maintenance Block,Completed
BR008029,TASK92898,Traction,CNB-ALD,2026-11-22 01:30,2026-11-22 04:43,Power Block,Completed
BR008030,TASK73050,Traction,HWH-NJP,2026-11-22 12:15,2026-11-22 14:12,Power Block,Approved
BR008031,TASK63310,S&T,KGP-VSKP,2026-11-22 13:15,2026-11-22 13:49,Cable Block,Cancelled
BR008032,TASK28490,Traction,JTJ-SBC,2026-11-22 13:45,2026-11-22 14:51,Power Block,Requested
BR008033,TASK61985,S&T,UBL-PUNE,2026-11-22 15:15,2026-11-22 15:57,Interlocking Testing Block,Approved
BR008034,TASK38942,S&T,BSR-BPL,2026-11-22 22:15,2026-11-23 02:12,Interlocking Testing Block,Rejected
BR008035,TASK99637,Engineering,BRC-ST,2026-11-22 22:15,2026-11-23 01:54,Traffic Block,Approved
BR008036,TASK68608,Engineering,NDLS-GZB,2026-11-22 22:30,2026-11-22 23:40,Non-Interlocking Block,Approved
BR008037,TASK30882,Engineering,JU-JP,2026-11-22 22:45,2026-11-23 02:09,Traffic Block,Requested
BR008038,TASK22382,S&T,UBL-PUNE,2026-11-22 22:45,2026-11-23 03:10,Interlocking Testing Block,Completed
BR008039,TASK22593,Traction,HWH-KGP,2026-11-22 23:00,2026-11-23 03:22,Traction Feed Block,Rejected
BR008040,TASK26207,S&T,CSMT-BSR,2026-11-22 23:00,2026-11-23 02:27,Interlocking Testing Block,Approved
BR008041,TASK87885,Engineering,SBC-MAS,2026-11-22 23:15,2026-11-23 02:57,Traffic Block,Rejected
BR008042,TASK10027,S&T,NDLS-UMB,2026-11-22 23:15,2026-11-23 03:40,Interlocking Testing Block,Approved
BR008043,TASK14548,Engineering,NDLS-UMB,2026-11-22 23:30,2026-11-23 02:44,Traffic Block,Cancelled
BR008044,TASK15439,S&T,SBC-UBL,2026-11-22 23:45,2026-11-23 01:07,Signal Maintenance Block,Cancelled
BR008045,TASK43331,Traction,PUNE-CSMT,2026-11-22 23:45,2026-11-23 02:39,OHE Maintenance Block,Approved
BR008046,TASK33815,Engineering,BZA-MAS,2026-11-23 00:30,2026-11-23 03:14,Non-Interlocking Block,Requested
BR008047,TASK95029,Traction,BPL-JHS,2026-11-23 00:45,2026-11-23 01:50,OHE Maintenance Block,Approved
BR008048,TASK67001,Engineering,UBL-PUNE,2026-11-23 00:45,2026-11-23 02:15,Track Renewal Block,Approved
BR008049,TASK22747,S&T,BSR-BPL,2026-11-23 01:00,2026-11-23 04:42,Interlocking Testing Block,Rejected
BR008050,TASK53122,Engineering,BSP-R,2026-11-23 01:30,2026-11-23 04:03,Traffic Block,Completed
BR008051,TASK81404,Engineering,SBC-UBL,2026-11-23 01:45,2026-11-23 04:34,Traffic Block,Approved
BR008052,TASK70968,Engineering,NDLS-GZB,2026-11-23 11:15,2026-11-23 11:52,Traffic Block,Approved
BR008053,TASK61133,Traction,BPL-JHS,2026-11-23 14:45,2026-11-23 16:08,Traction Feed Block,Cancelled
BR008054,TASK10232,Traction,HWH-KGP,2026-11-23 14:45,2026-11-23 15:42,OHE Maintenance Block,Approved
BR008055,TASK26036,Engineering,ALD-MGS,2026-11-23 15:45,2026-11-23 17:29,Traffic Block,Rejected
BR008056,TASK12642,Engineering,BZA-MAS,2026-11-23 22:15,2026-11-24 00:38,Track Renewal Block,Rejected
BR008057,TASK63896,Engineering,ALD-MGS,2026-11-23 22:15,2026-11-24 02:06,Track Renewal Block,Cancelled
BR008058,TASK26931,Engineering,BPL-JHS,2026-11-23 22:30,2026-11-24 00:58,Track Renewal Block,Approved
BR008059,TASK92195,Engineering,MGS-HWH,2026-11-23 22:30,2026-11-24 01:48,Bridge Inspection Block,Approved
BR008060,TASK60770,Engineering,SC-NGP,2026-11-23 22:30,2026-11-24 00:11,Non-Interlocking Block,Completed
BR008061,TASK11654,Engineering,UBL-PUNE,2026-11-23 22:30,2026-11-24 01:02,Bridge Inspection Block,Approved
BR008062,TASK19595,S&T,CSMT-BSR,2026-11-23 22:30,2026-11-24 01:09,Signal Maintenance Block,Approved
BR008063,TASK58920,Traction,BSR-BPL,2026-11-23 23:00,2026-11-24 02:05,OHE Maintenance Block,Approved
BR008064,TASK74052,S&T,NDLS-UMB,2026-11-23 23:15,2026-11-24 03:25,Interlocking Testing Block,Requested
BR008065,TASK74886,S&T,GZB-CNB,2026-11-24 00:00,2026-11-24 03:34,Cable Block,Cancelled
BR008066,TASK21326,Traction,PUNE-CSMT,2026-11-24 00:45,2026-11-24 04:53,Power Block,Approved
BR008067,TASK19844,S&T,KGP-VSKP,2026-11-24 01:00,2026-11-24 03:07,Interlocking Testing Block,Approved
BR008068,TASK79106,Traction,BPL-JHS,2026-11-24 01:00,2026-11-24 04:36,Power Block,Completed
BR008069,TASK67347,S&T,ALD-MGS,2026-11-24 01:15,2026-11-24 03:01,Interlocking Testing Block,Requested
BR008070,TASK21277,Engineering,NDLS-UMB,2026-11-24 01:30,2026-11-24 05:58,Non-Interlocking Block,Cancelled
BR008071,TASK18864,Engineering,CNB-ALD,2026-11-24 01:45,2026-11-24 04:53,Non-Interlocking Block,Approved
BR008072,TASK40897,Traction,NDLS-GZB,2026-11-24 01:45,2026-11-24 06:44,OHE Maintenance Block,Completed
BR008073,TASK62673,S&T,KGP-VSKP,2026-11-24 01:45,2026-11-24 05:13,Signal Maintenance Block,Approved
BR008074,TASK16211,Engineering,KGP-VSKP,2026-11-24 01:45,2026-11-24 03:02,Track Renewal Block,Approved
BR008075,TASK91309,S&T,MAS-JTJ,2026-11-24 12:15,2026-11-24 13:54,Interlocking Testing Block,Rejected
BR008076,TASK34221,S&T,BPL-JHS,2026-11-24 12:30,2026-11-24 13:59,Interlocking Testing Block,Approved
BR008077,TASK75977,S&T,BPL-JHS,2026-11-24 14:15,2026-11-24 15:33,Interlocking Testing Block,Approved
BR008078,TASK37429,Engineering,HWH-KGP,2026-11-24 15:30,2026-11-24 16:29,Bridge Inspection Block,Approved
BR008079,TASK26474,S&T,NDLS-JHS,2026-11-24 22:15,2026-11-25 00:03,Cable Block,Approved
BR008080,TASK10473,Traction,ST-BCT,2026-11-24 22:45,2026-11-25 03:14,Traction Feed Block,Completed
BR008081,TASK49585,Engineering,MAS-JTJ,2026-11-24 22:45,2026-11-25 03:14,Non-Interlocking Block,Approved
BR008082,TASK74170,Engineering,SBC-MAS,2026-11-24 23:00,2026-11-25 00:24,Track Renewal Block,Approved
BR008083,TASK69979,Traction,NDLS-JHS,2026-11-24 23:15,2026-11-25 02:52,Power Block,Completed
BR008084,TASK47047,Traction,BRC-ST,2026-11-24 23:15,2026-11-25 03:45,Traction Feed Block,Completed
BR008085,TASK25920,S&T,NDLS-UMB,2026-11-24 23:45,2026-11-25 01:45,Cable Block,Completed
BR008086,TASK41047,Traction,BRC-ST,2026-11-24 23:45,2026-11-25 01:52,Traction Feed Block,Requested
BR008087,TASK63183,Engineering,PUNE-CSMT,2026-11-25 00:30,2026-11-25 05:08,Traffic Block,Approved
BR008088,TASK33344,S&T,JU-JP,2026-11-25 00:45,2026-11-25 03:40,Cable Block,Approved
BR008089,TASK39379,Engineering,ADI-BRC,2026-11-25 00:45,2026-11-25 04:56,Traffic Block,Completed
BR008090,TASK61221,Engineering,MGS-HWH,2026-11-25 00:45,2026-11-25 02:48,Track Renewal Block,Rejected
BR008091,TASK96771,S&T,NGP-BSP,2026-11-25 00:45,2026-11-25 02:31,Interlocking Testing Block,Rejected
BR008092,TASK44109,Traction,CNB-ALD,2026-11-25 01:00,2026-11-25 03:27,OHE Maintenance Block,Approved
BR008093,TASK22222,S&T,BRC-ST,2026-11-25 01:00,2026-11-25 05:30,Interlocking Testing Block,Requested
BR008094,TASK74431,S&T,SBC-MAS,2026-11-25 01:15,2026-11-25 03:16,Signal Maintenance Block,Approved
BR008095,TASK41453,Engineering,ALD-MGS,2026-11-25 01:30,2026-11-25 05:35,Track Renewal Block,Approved
BR008096,TASK85564,S&T,VSKP-BZA,2026-11-25 01:30,2026-11-25 05:00,Signal Maintenance Block,Approved
BR008097,TASK96727,Traction,BRC-ST,2026-11-25 01:30,2026-11-25 02:44,OHE Maintenance Block,Cancelled
BR008098,TASK32125,Engineering,BRC-ST,2026-11-25 10:30,2026-11-25 11:52,Traffic Block,Cancelled
BR008099,TASK59257,Engineering,BZA-MAS,2026-11-25 11:15,2026-11-25 12:38,Track Renewal Block,Completed
BR008100,TASK68655,S&T,NDLS-UMB,2026-11-25 11:30,2026-11-25 12:08,Cable Block,Approved
BR008101,TASK41007,Traction,NJP-GHY,2026-11-25 22:15,2026-11-26 01:23,Traction Feed Block,Approved
BR008102,TASK85408,S&T,NJP-GHY,2026-11-25 22:15,2026-11-26 01:28,Signal Maintenance Block,Approved
BR008103,TASK27748,S&T,GZB-CNB,2026-11-25 22:30,2026-11-26 00:14,Cable Block,Requested
BR008104,TASK20636,Engineering,BZA-MAS,2026-11-25 22:45,2026-11-26 00:14,Track Renewal Block,Rejected
BR008105,TASK72629,Engineering,SBC-UBL,2026-11-25 23:00,2026-11-26 01:18,Non-Interlocking Block,Rejected
BR008106,TASK64735,Traction,NDLS-ASR,2026-11-25 23:00,2026-11-26 00:51,OHE Maintenance Block,Completed
BR008107,TASK43106,S&T,ADI-BRC,2026-11-25 23:15,2026-11-26 03:38,Interlocking Testing Block,Approved
BR008108,TASK69444,Engineering,BZA-MAS,2026-11-25 23:15,2026-11-26 00:54,Non-Interlocking Block,Approved
BR008109,TASK64062,S&T,BSP-R,2026-11-25 23:30,2026-11-26 01:23,Interlocking Testing Block,Approved
BR008110,TASK16735,Traction,BRC-ST,2026-11-25 23:30,2026-11-26 04:13,Power Block,Approved
BR008111,TASK58883,Traction,ST-BCT,2026-11-25 23:30,2026-11-26 03:36,Power Block,Requested
BR008112,TASK33779,Engineering,JTJ-SBC,2026-11-25 23:45,2026-11-26 03:23,Bridge Inspection Block,Approved
BR008113,TASK91740,Traction,NDLS-JHS,2026-11-26 00:00,2026-11-26 02:47,OHE Maintenance Block,Approved
BR008114,TASK27867,Engineering,NDLS-UMB,2026-11-26 00:15,2026-11-26 04:44,Traffic Block,Approved
BR008115,TASK35967,Traction,MAS-JTJ,2026-11-26 00:15,2026-11-26 03:51,Traction Feed Block,Approved
BR008116,TASK58112,S&T,SC-NGP,2026-11-26 00:30,2026-11-26 03:16,Cable Block,Completed
BR008117,TASK51847,S&T,ADI-BRC,2026-11-26 00:30,2026-11-26 03:54,Interlocking Testing Block,Approved
BR008118,TASK25493,Engineering,MAS-JTJ,2026-11-26 00:30,2026-11-26 03:15,Non-Interlocking Block,Approved
BR008119,TASK48447,Engineering,MAS-JTJ,2026-11-26 00:45,2026-11-26 03:47,Bridge Inspection Block,Completed
BR008120,TASK53997,S&T,BZA-MAS,2026-11-26 00:45,2026-11-26 04:55,Signal Maintenance Block,Approved
BR008121,TASK95261,S&T,BRC-ST,2026-11-26 01:15,2026-11-26 02:17,Signal Maintenance Block,Cancelled
BR008122,TASK18218,Traction,MGS-HWH,2026-11-26 01:30,2026-11-26 04:27,OHE Maintenance Block,Rejected
BR008123,TASK47099,S&T,BPL-JHS,2026-11-26 01:45,2026-11-26 04:07,Interlocking Testing Block,Rejected
BR008124,TASK78053,S&T,JP-ADI,2026-11-26 10:30,2026-11-26 12:24,Signal Maintenance Block,Approved
BR008125,TASK87661,Traction,HWH-KGP,2026-11-26 12:00,2026-11-26 13:58,Power Block,Approved
BR008126,TASK23828,Engineering,MGS-HWH,2026-11-26 15:00,2026-11-26 16:28,Bridge Inspection Block,Requested
BR008127,TASK91618,Engineering,SBC-UBL,2026-11-26 22:00,2026-11-27 00:55,Track Renewal Block,Approved
BR008128,TASK68171,S&T,BZA-MAS,2026-11-26 22:00,2026-11-27 02:06,Interlocking Testing Block,Requested
BR008129,TASK97247,S&T,SBC-MAS,2026-11-26 22:15,2026-11-26 23:36,Interlocking Testing Block,Approved
BR008130,TASK72642,Traction,VSKP-BZA,2026-11-26 22:15,2026-11-27 02:15,Traction Feed Block,Completed
BR008131,TASK62266,Traction,JTJ-SBC,2026-11-26 22:15,2026-11-27 00:44,Power Block,Cancelled
BR008132,TASK51640,Engineering,ST-BCT,2026-11-26 22:15,2026-11-27 01:51,Non-Interlocking Block,Rejected
BR008133,TASK73787,Engineering,GZB-CNB,2026-11-26 23:15,2026-11-27 01:18,Bridge Inspection Block,Requested
BR008134,TASK51976,Traction,SC-NGP,2026-11-26 23:30,2026-11-27 03:19,Power Block,Completed
BR008135,TASK36210,Traction,ALD-MGS,2026-11-26 23:45,2026-11-27 02:44,Power Block,Approved
BR008136,TASK96378,Traction,VSKP-BZA,2026-11-26 23:45,2026-11-27 03:21,OHE Maintenance Block,Approved
BR008137,TASK88957,Engineering,MAS-JTJ,2026-11-26 23:45,2026-11-27 03:06,Non-Interlocking Block,Approved
BR008138,TASK76603,Engineering,NGP-BSP,2026-11-27 00:00,2026-11-27 04:00,Traffic Block,Approved
BR008139,TASK44572,Engineering,NDLS-GZB,2026-11-27 00:00,2026-11-27 04:11,Track Renewal Block,Approved
BR008140,TASK68557,Traction,SBC-UBL,2026-11-27 00:00,2026-11-27 02:23,Power Block,Approved
BR008141,TASK60799,Traction,ALD-MGS,2026-11-27 00:15,2026-11-27 02:16,Power Block,Approved
BR008142,TASK72619,Traction,HWH-KGP,2026-11-27 00:15,2026-11-27 05:03,Power Block,Completed
BR008143,TASK96380,Engineering,SBC-UBL,2026-11-27 00:30,2026-11-27 02:02,Non-Interlocking Block,Rejected
BR008144,TASK93550,S&T,ST-BCT,2026-11-27 00:30,2026-11-27 05:14,Cable Block,Approved
BR008145,TASK19019,Engineering,PUNE-CSMT,2026-11-27 00:30,2026-11-27 02:03,Non-Interlocking Block,Approved
BR008146,TASK17903,Traction,CNB-ALD,2026-11-27 00:45,2026-11-27 05:26,OHE Maintenance Block,Requested
BR008147,TASK97375,Traction,BSR-BPL,2026-11-27 01:00,2026-11-27 04:19,OHE Maintenance Block,Approved
BR008148,TASK11239,Engineering,CNB-ALD,2026-11-27 01:15,2026-11-27 02:42,Track Renewal Block,Completed
BR008149,TASK67277,Traction,NDLS-GZB,2026-11-27 01:15,2026-11-27 06:00,OHE Maintenance Block,Approved
BR008150,TASK74332,Traction,MGS-HWH,2026-11-27 01:15,2026-11-27 03:06,Traction Feed Block,Approved
BR008151,TASK26835,Engineering,NJP-GHY,2026-11-27 01:15,2026-11-27 03:37,Bridge Inspection Block,Rejected
BR008152,TASK53454,Traction,NDLS-UMB,2026-11-27 01:30,2026-11-27 03:36,OHE Maintenance Block,Completed
BR008153,TASK83663,Engineering,MAS-JTJ,2026-11-27 01:45,2026-11-27 03:59,Traffic Block,Approved
BR008154,TASK55152,Traction,HWH-NJP,2026-11-27 13:00,2026-11-27 14:30,Traction Feed Block,Approved
BR008155,TASK62899,Traction,BPL-JHS,2026-11-27 13:45,2026-11-27 14:38,Power Block,Approved
BR008156,TASK23813,Engineering,NGP-BSP,2026-11-27 14:30,2026-11-27 16:21,Non-Interlocking Block,Approved
BR008157,TASK66093,Engineering,BPL-JHS,2026-11-27 22:00,2026-11-28 01:59,Traffic Block,Approved
BR008158,TASK82935,Engineering,HWH-NJP,2026-11-27 22:00,2026-11-28 01:11,Bridge Inspection Block,Completed
